OBJECTID,county,name,sector,address,phone,y,x,hours,website,additional,snap,wic,fm_senior,re_mat,re_num,re_lib_serves,re_type
194,Floyd,Prestonsburg Public Works,Recycling Centers,200 North Lake Drive Prestonsburg KY 41653,606-886-3537,37.669224,-82.773853,N/A,N/A,N/A,N/A,N/A,N/A,"PL( HDPE, PET), FE, NONFE, OCC, OPSORT, ST CANS, ONP",7,"Dropoff, curbside",Government facility
195,Floyd,T&B Recycling 440 Ivyton Road Salyersville KY 41465,Recycling Centers,T&B Recycling 440 Ivyton Rd Salyersville KY 41465,606-874-9675,37.702296,-82.978871,N/A,N/A,Scrap metal dealer,N/A,N/A,N/A,"AL, NONFE",2,"Dropoff, broker",Commercial recycler
196,Floyd,The Mountain Metal Company,Recycling Centers,35 Depot Road Prestonsburg KY 41653,606-886-2102,37.672113,-82.781642,"Mon-Fri 8-4, Sat 8-11:30am",http://mountainmetalr.com/home.html,N/A,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT",4,"Handler, Process, Dropoff, Broker",Commercial recycler
197,Floyd,Social Security Adminstration - Prestonsburg,Family Services,"1897 KY-321, Prestonsburg, KY 41653",800-772-1213,37.70292941,-82.78522811,Mon-Fri 8-4:30,https://www.ssa.gov/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
198,Floyd,Families & Children Cabinet - Prestonsburg,Family Services,"311 N Arnold Ave, Prestonsburg, KY 41653",606-889-1724,37.669454,-82.776102,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
199,Floyd,Family Support and Food Stamps,Family Services,"1009 N Lake Dr, Prestonsburg, KY 41653",606-889-1800,37.695273,-82.769583,Sun-Fri 9-5,https://chfs.ky.gov/agencies/dcbs/dfs/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
200,Floyd,Floyd County Child Support,Family Services,"430 S Lake Dr, Prestonsburg, KY 41653",606-889-0977,37.6656,-82.769806,Mon-Fri 7-4,https://csws.chfs.ky.gov/csws/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
201,Floyd,Child Support Division - Prestonsburg,Family Services,"127 S Lake Dr, Prestonsburg, KY 41653",606-889-1714,37.667827,-82.772966,Mon-Fri 8-4:30,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,Floyd,Kentucky Career Center - Prestonsburg,Career Services,"686 N. Lake Drive Prestonsburg, KY 41653",606-889-1772,37.675618,-82.778148,"Mon-Wed 8-5, Thurs 8-4:30, Fri 8-noon",https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,Floyd,Big Sandy Area Community Action Program - Allen,Career Services,"60 Court St. Allen, KY 41601",606-874-2420,37.615253,-82.721914,Mon-Fri 8-4:30,bsacap.org,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
204,Floyd,Office for Children with Special Health Care Needs,Family Services,"5000 KY Route 321 Prestonsburg, KY 41653",606-889-1761,37.728985,-82.765938,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/ccshcn/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
205,Floyd,Floyd County Public Library,Library,161 North Arnold Avenue Prestonsburg KY 41653-1269,606-886-2981,37.668148,-82.774891,"Mon 8:30-5, Tues 8:30-6:30, Wed 8:30-5, Thurs 8:30-6:30, Fri 8:30-5, Sat 8:30-1",http://www.fclib.org,N/A,N/A,N/A,N/A,N/A,N/A,"Printing services, free computer access, meeting rooms, book clubs, geneology room, free WiFi, free programs, test proctoring, bookmobile",
206,Floyd,Eastern Branch Library,Library,"10983 KY Route 80 Eastern, KY 41622",606-377-2860,37.506349,-82.814515,"Mon 8:30-5, Tues 8:30-6:30, Wed 8:30-5, Thurs 8:30-6:30, Fri 8:30-5, Sat 8:30-1",http://www.fclib.org,N/A,N/A,N/A,N/A,N/A,N/A,"Printing services, free computer access, meeting rooms, book clubs, geneology room, free WiFi, free programs, test proctoring, bookmobile",
207,Floyd,Floyd County Extension,Cooperative Extension Offices,"3490 KY Route 321 Prestonsburg, KY 41653",606-845-4641,37.713796,-82.765515,"Mon-Fri 8-4:30, closed daily 12-1",http://floyd.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
208,Garrard,Save-a-Lot - Lancaster,Grocery,"140 Pleasant Retreat Dr, Lancaster, KY 40444",859-792-1679,37.602063,-84.591102,"Everyday, 8-9",https://savealot.com/grocery-stores/lancaster-40444-45147/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
209,Garrard,Sticky Wicket Farms,Produce Market,"1544 High Bridge Rd, Lancaster, KY 40444",859-548-4517,37.769952,-84.673919,N/A,https://stickywicketfarms.com/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
210,Garrard,Garrard County Farmers Market,Farmer's Market,"117 Lexington St Lancaster, Kentucky 40444",859-339-2665,37.620534,-84.57872,Seasonal,https://www.facebook.com/GarrardCFarmersM/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
211,Garrard,Garrard County Transfer Station,Recycling Centers,Hanging Fork Road Lancaster KY 40444,800-828-8171,37.635965,-84.65634,N/A,N/A,N/A,N/A,N/A,N/A,"CARBAT, RUB",2,"Dropoff, other",Automative Service
212,Garrard,Lancaster-Garrard Co. Recycling,Recycling Centers,400 South Campbell St Lancaster KY 40444,859-792-1868,37.614201,-84.578106,"Mon-Fri 9-5, Sat 9-4",http://garrardcounty.us/index.php/solid-waste-recycling,N/A,N/A,N/A,N/A,"GL, AL, PL( HDPE, PET), OCC, CARBAT, OPMIX, ST CANS, ONP, ESCRAP",9,"Handler, Process, Dropoff, curbside",Government facility
213,Garrard,Triple T Metal Corporation,Recycling Centers,240 George Wilson Rd Lancaster KY 40444,859-548-5509,37.747983,-84.619057,N/A,https://www.facebook.com/Triple-T-Metals-Corporation,N/A,N/A,N/A,N/A,"AL, FE, NONFE, ST CANS",4,"Dropoff, broker",Commercial recycler
214,Garrard,Social Service Department - Lancaster,Family Services,"136 Commerce Dr, Lancaster, KY 40444",859-792-2186,37.599254,-84.593922,N/A,https://www.dcfoffices.org/office/ky_40444_garrard-county-dcf-office,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
215,Garrard,Garrard County Child Support,Family Services,7 Public Square Lancaster KY 40444,859-792-1231,37.619177,-84.57922,Mon-Fri 8-4,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
216,Garrard,Garrard County Public Library,Library,"101 Lexington Street Lancaster, KY 40444-1155",859-792-3424,37.619905,-84.578732,"Mon 9-5, Tues 9-8, Wed 9-5, Thurs 9-8, Fri 9-5, Sat 9-3",http://garrardLibrary.org/,N/A,N/A,N/A,N/A,N/A,N/A,"Job search assistant, research help, help with computer services, book clubs, teen game nights",
217,Garrard,Garrard County Extension,Cooperative Extension Offices,"1302 Stanford St. Lancaster, KY 40444-1238",859-792-3026,37.604147,-84.586075,Mon-Fri 8-4:30,http://garrard.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
218,Green,Block City Grocery - Greensburg,Grocery,"4601 KY-218, Greensburg, KY 42743",270-565-5111,37.181468,-85.615487,"Mon-Sat 6-9, Sun 9-9",https://www.facebook.com/blockcityky/?rf=216530168863414,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
219,Green,Greensburg Recycling Center,Recycling Centers,214 Industrial Drive Greensburg KY 42743,270-932-4298,37.245893,-85.492234,N/A,http://www.greensburgonline.com/Facilities/Facility/Det,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), OCC, OPMIX, ST CANS, ONP",6,Dropoff,Government facility
220,Green,Lake Cumberland Community Services,Community Services,"100 E Court St, Greensburg, KY 42743",270-932-7324,37.260712,-85.501186,Mon-Fri 8-4:30,http://www.lc-caa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
221,Green,Food Stamp Office - Greensburg,Family Services,"605 Columbia Hwy, Greensburg, KY 42743",855-306-8959,37.248992,-85.502137,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
222,Green,Kentucky Career Center - Greensburg,Career Services,"113 North Main Street Greensburg, KY 42743",270-932-5936,37.261721,-85.501663,Wed-Thurs 8-3:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
223,Green,Green County Public Library,Library,112 West Court Street Greensburg KY 42743-1562,270-932-7081,37.261188,-85.502566,"Mon 8:30-6:30, Tues 8:30-4:30, Wed 8:30-12:30, Thurs 8:30-4:30, Fri 8:30-4:30, Sat 8:30-12:30",http://www.gcpl.info,N/A,N/A,N/A,N/A,N/A,N/A,"Printing services, book clubs, outreach services, children services",
224,Green,Green County Extension,Cooperative Extension Offices,"298 Happyville Road Greensburg, KY 42743",270-932-5311,37.275412,-85.510991,"Mon-Fri 7:30-4, closed daily 12-1",http://green.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
225,Greenup,Greenup Food Fair,Grocery,"1625 Ashland Rd, Greenup, KY 41144",606-473-9891,38.568188,-82.825314,Everyday 8-9,http://www.foodfairmarkets.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
226,Greenup,Greenup County Farmers Market,Farmers Market,"Advance Memorial United Methodist Church  1007 Bellefonte Road Flatwoods, KY 41139",606-836-0201,38.515108,-82.720325,Seasonal,https://www.facebook.com/Greenup-County-Farmers-Market-552621841925051/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
227,Greenup,Social Service Department - Greenup,Community Services,"1103 Seaton Ave, Greenup, KY 41144",606-473-7366,38.570206,-82.832432,Mon-Fri 8-4:30,https://kentucky.gov/Pages/home.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
228,Greenup,Greenup County Child Support,Family Services,"301 Main St # 205, Greenup, KY 41144",606-473-1734,38.57827,-82.836269,9-4:30,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
229,Greenup,"Emmaus Respite and Resource Center, Inc",Community Services,"410 Main St, Greenup, KY 41144",606-547-1140,38.577229,-82.83635,Mon-Fri 8:30-4:30,http://www.emmausrandr.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
230,Greenup,Flatwoods Branch Library,Library,1705 Argillite Road Flatwoods KY 41139,606-836-3771,38.524198,-82.716311,"Mon-Tues 10-8, Wed 10-5, Thurs 10-8, Fri-Sat 10-5",www.youseemore.com/greenup/,N/A,N/A,N/A,N/A,N/A,N/A,"Hoopla ebooks, bookmobile,genealogy services, online test prep",
231,Greenup,Greenup County Public Library,Library,"508 Main Street Greenup, KY 41144",606-473-6514,38.576868,-82.835767,"Mon 9-8, Tues-Wed 9-5, Thurs 9-8, Sat 9-2",http://www.youseemore.com/greenup/,N/A,N/A,N/A,N/A,N/A,N/A,"Hoopla ebooks, bookmobile,genealogy services, online test prep",
232,Greenup,McKell Branch Library,Library,"22 McKell Lane South Shore, KY 41175",606-932-4478,38.723388,-82.946916,"Mon 9-8, Tues-Fri 9-5, Sat 9-2",www.youseemore.com/greenup/,N/A,N/A,N/A,N/A,N/A,N/A,"Hoopla ebooks, bookmobile,genealogy services, online test prep",
233,Greenup,Greenup County Extension,Cooperative Extension Offices,"35 Wurtland Ave Wurtland, KY 41144",606-836-0201,38.552198,-82.789856,Mon-Fri 8-4:30,http://greenup.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
234,Harlan,Food City - Harlan,Grocery,"2478 US-421, Harlan, KY 40831",606-573-3311,36.825149,-83.322139,Everyday 6-12am,https://www.foodcity.com/stores/store-details/437/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=437,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
235,Harlan,Save-a-Lot - Harlan,Grocery,"93 Industrial Park Rd, Harlan, KY 40831",606-573-5891,36.834696,-83.326999,Everyday 8-9,https://savealot.com/grocery-stores/harlan-40831-24476/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
236,Harlan,Cash Saver - Harlan,Grocery,"416 S Main St, Harlan, KY 40831",606-573-5231,36.834696,-83.326999,Everyday 8-10,https://www.harlancashsaver.com/WeeklyAd/Index,N/A,No,No,N/A,N/A,N/A,N/A,N/A
237,Harlan,Walmart - Harlan,Grocery,"201 Walton Road, Harlan, KY 40831",606-573-2206,36.817516,-83.318128,Everyday 6-12am,https://www.walmart.com/store/1743/harlan-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
238,Harlan,Don's Super Saver,Grocery,"200 Waldon Dr, Harlan, KY 40831",606-573-4063,36.819637,-83.319044,Everyday 8-10,https://www.donssupersaver.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
239,Harlan,Food City - Cumberland,Grocery,"1314 E Main St, Cumberland, KY 40823",606-589-4513,36.974868,-82.983236,Everyday 6-12am,https://www.foodcity.com/stores/store-details/437/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=437,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
240,Harlan,Save-a-Lot - Evarts,Grocery,"158 E Main St, Evarts, KY 40828",606-837-2300,36.865582,-83.193166,Everyday 8-10,https://savealot.com/grocery-stores/evarts-40828-24477/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
241,Harlan,Roper's Market,Grocery,"144 State Hwy 72, Baxter, KY 40806",606-573-1517,36.865582,-83.193166,Mon-Sat 8-4:30,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
242,Harlan,Apple Tree,Produce Market,"21991 US-119, Cumberland, KY 40823",606-589-5735,36.991243,-82.943601,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A
243,Harlan,Harlan County Farmers Market,Farmers Market,"201 S. Main St Harlan, Kentucky 40831",606-505-6069,36.845965,-83.322726,Seasonal,https://www.facebook.com/harlancountyfarmersmarket/,N/A,No,No,Yes,N/A,N/A,N/A,N/A
244,Harlan,Baxter Metal Co,Recycling Centers,44 Yard Loop Baxter KY 40806,606-573-3200,36.875642,-83.300258,N/A,https://www.facebook.com/pages/category/Business-S,N/A,N/A,N/A,N/A,"AL, FE, NONFE, ST CANS, WHITE",5,"HANDLER, DROPOFF, BROKER",Commercial recycler
245,Harlan,Harlan County Recycling,Recycling Centers,15 S. Highway 413 Baxter KY 40806,606-573-9423,36.875642,-83.300258,N/A,N/A,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), FE, NONFE, OCC, OPMIX, ST CANS, WHITE, ONP, ESCRAP, MRP, RUB",12,"Handler, process, dropoff, curbside",Government facility
246,Harlan,Social Security Administration - Harlan,Family Services,"189 Village Center Rd, Harlan, KY 40831",800-772-1213,36.814564,-83.317453,Mon-Fri 9-4,www.ssa.gov/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
247,Harlan,Food Stamp Office - Harlan,Family Services,"115 S Cumberland Ave # 201, Harlan, KY 40831",855-306-8959,36.84636,-83.323501,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
248,Harlan,Harlan County CAA,Community Services,"319 Camden Street, Old National Guard Armory, Harlan, KY 40831",606-573-5330,36.840232,-83.328029,Mon-Fri 8-4:30,https://harlancountycaa.com/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
249,Harlan,Cawood A James Family Resource,Family Services,"279 Ball Park Rd, Harlan, KY 40831",606-574-9224,36.809836,-83.315147,Mon-Fri 8-4:30,http://www.harlan.k12.ky.us/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
250,Harlan,Evarts Elementary Family Resource Youth Services Center,Family Services,"132 Keister St, Evarts, KY 40828",606-837-2386,36.86869,-83.193305,Mon-Fri 7:30-3:30,http://www.harlan.k12.ky.us/ees/frysc.html,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
251,Harlan,KIH Harlan Career Center,Career Services,"124 S Cumberland Ave, Harlan, KY 40831",606-574-1020,36.845976,-83.324094,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
252,Harlan,Harlan County CAA,Community Services,"319 Camden Street Harlan, KY 40831",606-573-5335,36.840232,-83.328029,Mon-Fri 805,harlancountycaa.com,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
253,Harlan,Community & Business Development Center,Career Services,"700 College Rd. Cumberland, KY 40823",606-589-2145,36.968213,-82.997427,Mon-Fri 8-4:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
254,Harlan,Mountain Association for Community Economic Development (MACED),Community Services,"433 Chestnut St. Berea, KY 40403",859-986-2373,37.567559,-84.298183,Mon-Fri 8-5,https://maced.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
255,Harlan,Evarts Public Library,Library,104 Harlan Street P.O. Box 100 Evarts KY 40828-0100,606-837-9703,36.86384,-83.193276,"Mon 9-5, Tues 9-7, Wed 9-5, Thurs 9-7, Fri 9-5, Sat 9-5",http://www.harlancountylibraries.org,N/A,N/A,N/A,N/A,N/A,N/A,"Women's club, ebooks, free WiFi",
256,Harlan,Harlan County Public Library,Library,107 North Third Street Harlan KY 40831,606-573-5220,36.847186,-83.320197,"Mon 9-5, Tues 9-7, Wed 9-5, Thurs 9-7, Fri 9-5, Sat 9-5",http://www.harlancountylibraries.org,N/A,N/A,N/A,N/A,N/A,N/A,"Women's club, ebooks, free WiFi",
257,Harlan,Rebecca Caudill Public Library,Library,"310 West Main Street Cumberland, KY 40823-2335",606-589-2409,36.974876,-82.992414,"Mon 9-5, Tues 9-7, Wed 9-5, Thurs 9-7, Fri 9-5, Sat 9-5",http://www.harlancountylibraries.org,N/A,N/A,N/A,N/A,N/A,N/A,"Women's club, ebooks, free WiFi",
258,Harlan,Harlan County Extension,Cooperative Extension Offices,"519 South Main St. Harlan, KY 40831-1911",606-836-0201,36.843628,-83.322254,Mon-Fri 8-4:30,http://harlan.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
259,Jackson,Town and Country Market,Grocery,"4368 KY-30, Annville, KY 40402",606-364-2323,37.319475,-83.971122,"Mon-Fri 5:30-11, Sat 7-11, Sun 8-11",https://www.facebook.com/pages/category/Gas-Station/Annville-Town-Country-Market-143267792372485/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
260,Jackson,Dollar General - McKee,Grocery,"390 Main st. McKee, KY 40447",502-234-1920,37.430491,-83.99104,Everday 8-10,https://www.dollargeneral.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
261,Jackson,Save-a-Lot - McKee,Grocery,"258 US-421, McKee, KY 40447",606-287-8330,37.432734,-83.9815,"Mon-Sat 8-8, Sun 10-6",https://savealot.com/grocery-stores/mckee-40447-22754/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
262,Jackson,Dollar General - Tyner,Grocery,"10 Creech Hollow Rd, Tyner, KY 40486",606-364-6613,37.346036,-83.904381,Everyday 8-10,https://www.dollargeneral.com/,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A
263,Jackson,Jackson County Farmers Market (Bond Memorial Park),Farmer's Market (Friday),"US-421, McKee, KY 40447",606-287-7693,37.504242,-84.174524,Seasonal,https://jackson.ca.uky.edu/content/jackson-county-farmers-market,N/A,Yes,yes,yes,N/A,N/A,N/A,N/A
264,Jackson,Jackson County Regional Food Center,Farmer's Market (Monday),"366 State Hwy 3443, Tyner, KY 40486",606-364-3436,37.73145,-84.275559,Seasonal,https://www.facebook.com/JacksonCountyRegionalFoodCenter/,N/A,yes,yes,yes,N/A,N/A,N/A,N/A
265,Jackson,Sand Gap Christian Church/ Youth Center And Food Bank,Food Pantry,"Sand Gap, KY 40481",606-965-3205,37.487059,-84.069727,N/A,https://www.facebook.com/sgcc421/?rf=162046263826338,N/A,yes,yes,yes,N/A,N/A,N/A,N/A
266,Jackson,Jackson County Transfer Station,Recycling Centers,McCammon RidgeRoad McKee KY 40447,606-287-7688,37.415351,-83.963531,N/A,https://jacksoncounty.ky.gov/Services/Pages/Departm,N/A,N/A,N/A,N/A,"AL, PL( HDPE, PET), FE, NONFE, OCC, CARBAT, OPMIX, OPSORT, ST CANS, WHITE, ONP, UO, ESCRAP, MRP, RUB",15,Dropoff,Government facility
267,Jackson,Jackson Metals,Recycling Centers,1344 HWY 421 N McKee KY 40447,606-287-8908,37.415351,-83.963531,N/A,https://www.facebook.com/pg/JacksonMetalRecycling/,N/A,N/A,N/A,N/A,"AL, FE, NONFE, CARBAT",4,"Dropoff, broker",Commercial recycler
268,Jackson,Social Services Department - McKee,Family Services,"1038 McCammon Ridge Rd McKee, KY 40447",606-287-7114,37.423537,-83.975133,Mon-Fri 8-4:30,https://chfs.ky.gov/agencies/dcbs/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
269,Jackson,Jackson County Child Support,Family Services,"McKee, KY 40447",606-287-5219,37.4309321,-83.9984049,Mon-Fri 8-4,https://csws.chfs.ky.gov/csws/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
270,Jackson,Tyner Family Resource Center,Family Services,"1340 KY-30, Tyner, KY 40486",606-364-3878,37.3440167,-83.9321136,Mon-Fri 8-4:30,https://www.jackson.k12.ky.us/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
271,Jackson,Daniel Boone Community Action Agency - McKee,Community Services,"5748 State Hwy 290, McKee, KY 40447",606-364-4484,37.360028,-83.974797,Mon-Fri 8-4:30,http://danielboonecaa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
272,Jackson,KY Cabinet For Family and Health Services,Family Services,"234-238 McCammon Ridge Rd, McKee, KY 40447",606-287-7114,37.423537,-83.975133,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
273,Jackson,Daniel Boone Development - McKee,Community Services,"5748 KY Hwy 290 McKee, KY 40447",606-364-4484,37.128665,-83.7614636,Mon -Fri  8-4:30,http://danielboonecaa.org/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
274,Jackson,Jackson County Public Library,Library,338 North Main Street McKee KY 40447,606-287-8113,37.43051,-84.000347,"Mon 8:30-6, Tues-Wed 8:30-5, Thurs 8:30-6, Fri 8:30-5, Sat 10-2",http://www.jacksoncolibky.com,N/A,N/A,N/A,N/A,N/A,N/A,"Community room, veterans virtual living room, bookmobile, online test prep, work services, children and teen services",
275,Jackson,Jackson County Extension,Cooperative Extension Offices,"1408 Main Street South McKee, KY 40447-0188",606-287-7693,37.430119,-84.009842,Mon-Fri 8-4:30,http://jackson.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
276,Johnson,Food City - Paintsville,Grocery,"330 North Mayo Trail, Paintsville, KY 41240",606-789-8860,37.821375,-82.819871,Everyday 6-12am,https://www.foodcity.com/stores/store-details/424/?utm_source=googlebusiness&utm_medium=businesslocal&utm_campaign=grocery&utm_content=424,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
277,Johnson,Walmart Supercenter - Paintsville,Grocery,"470 No, S Mayo Trail, Paintsville, KY 41240",606-789-8920,37.823253,-82.825463,Everyday 6-11pm,https://www.walmart.com/store/1233/paintsville-ky/details,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
278,Johnson,Save-a-Lot - Paintsville,Grocery,"229 N S Mayo Trail, Paintsville, KY 41240",606-789-8393,37.811055,-82.806704,"Mon-Sat 8-9, Sun 9-8",https://savealot.com/grocery-stores/paintsville-41240-23488/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
279,Johnson,Davis Produce - Hagerhill,Produce Market,"7330 KY-321, Hagerhill, KY 41222",606-789-5264,37.755022,-82.77757,"Mon-Fri 7-8, Sat 7-7, Sun 8:30-6",https://www.facebook.com/davis.produce/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
280,Johnson,Johnson County Farmers' Market,Farmer's Market,"826 F. M. Stafford, Paintsville, Ky 41240",606-789-8108,37.808089,-82.798013,Seasonal,https://www.facebook.com/JohnsonCountyFarmersMarket01/,Contact: Lori Gearheart. located in the Cooperative Cooperative Extension Offices parking lot,Not yet,Yes,Yes,N/A,N/A,N/A,N/A
281,Johnson,Apple Valley Sanitation,Recycling Centers,4890 US 23 Hager Hill KY 41222,606-789-5980,37.77646,-82.792538,"Mon-Fri 7-3:30, Sat 7:30-11:30",https://www.facebook.com/pages/Apple-Valley-Sanitati,Also accepts used motor oil.,N/A,N/A,N/A,"FE, NONFE, OCC, WHITE, UO, RUB",6,"Handler, dropoff",Commercial recycler
282,Johnson,Walmart Supercenter - Paintsville,Recycling Centers,470 No. Mayo Trail Paintsville KY 41240,606-789-8920,37.77646,-82.792538,Everyday 6-11pm,https://www.walmart.com/store/1233/paintsville-ky/details,N/A,N/A,N/A,N/A,"CARBAT, UO",2,"Dropoff, other",Automotive service
283,Johnson,Johnson County Child Support,Family Services,"225 Court St, Paintsville, KY 41240",606-789-3338,37.814233,-82.807278,Mon-Fri 8-4,https://csws.chfs.ky.gov/csws/General/Landing.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
284,Johnson,Cabinet For Health & Family - Paintsville,Family Services,"205 Main St, Paintsville, KY 41240",606-788-7100,37.814375,-82.805047,Mon-Fri 8-4:30,https://chfs.ky.gov/Pages/index.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
285,Johnson,"Kentucky Career Center - Court Street, Paintsville",Career Services,"230 Court St. Paintsville, KY 41240",606-789-3641,37.814502,-82.806791,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
286,Johnson,"Kentucky Career Center - Main Street, Paintsville",Career Services,"5659 Main St. Paintsville, KY 41260",606-788-7080,37.821737,-82.768007,Mon-Fri 8-4:30,https://kcc.ky.gov/Pages/default.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
287,Johnson,Johnson County Public Library,Library,444 Main Street Painstville KY 41240-0788,606-789-4355,37.813394,-82.808218,"Mon 9:30-5, Tues 9:30-8, Wed 9:30-5, Thurs 9:30-8, Fri 9:30-5, Sat 9-2",http://www.johnsoncountypublicLibrary.org,N/A,N/A,N/A,N/A,N/A,N/A,"Free computer access, printing services, bookmobile, meeting rooms, free WiFi, free community workshop",
288,Johnson,Johnson County Extension,Cooperative Extension Offices,"826 F.M. Stafford Avenue Paintsville, KY 41240-1252",606-789-8108,37.808018,-82.797217,Mon-Fri 8-4:30,http://johnson.ca.uky.edu/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
289,Knott,Mousie Market,Grocery,"9888 KY-550, Mousie, KY 41839",606-946-2111,37.418835,-82.877506,Everday 11-8,https://www.iga.com/,N/A,No,No,N/A,N/A,N/A,N/A,N/A
290,Knott,Casey's IGA,Grocery,"130 Holly Mill Mall Road, Hindman, KY 41822",606-785-4600,37.314492,-82.943827,"Mon-Sat 7-9, Sun 9-9",https://caseysiga.com/,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A
